n,Simple_Multiplication,Karatsuba
3686,176791628,20569867
3687,176887522,20548998
3688,176983442,20590818
3689,177079388,20629645
3690,177175357,20568637
3691,177271358,20633130
3692,177367382,20635508
3693,177463432,20622183
3694,177559508,20659329
3695,177655610,20675934
3696,177751738,20679870
3697,177847892,20646414
3698,177944072,20665930
3699,178040278,20694425
3700,178136510,20665807
3701,178232768,20710579
3702,178329052,20702215
3703,178425362,20750595
3704,178521698,20740263
3705,178618060,20718328
3706,178714448,20731612
3707,178810862,20738049
3708,178907302,20732924
3709,179003768,20775564
3710,179100260,20759369
3711,179196775,20771054
3712,179293322,20773104
3713,179389892,20800369
3714,179486488,20796187
3715,179583110,20809594
3716,179679758,20857892
3717,179776432,20804059
3718,179873132,20848134
3719,179969855,20842271
3720,180066610,20833005
3721,180163388,20899917
3722,180260192,20897293
3723,180357022,20876629
3724,180453875,20868798
3725,180550760,20871463
3726,180647668,20914882
3727,180744602,20891922
3728,180841562,20910249
3729,180938548,20933988
3730,181035560,20930790
3731,181132598,20978104
3732,181229662,20959080
3733,181326749,20955144
3734,181423868,20967526
3735,181521010,20977817
3736,181618178,20968592
3737,181715372,20977817
3738,181812592,20990035
3739,181909838,20986591
3740,182007110,21008977
3741,182104408,20999588
3742,182201732,21017997
3743,182299082,21041613
3744,182396458,21038784
3745,182493860,21057972
3746,182591288,21012831
3747,182688742,21075889
3748,182786222,21087615
3749,182883728,21076709
3750,182981260,21074577
3751,183078818,21117586
3752,183176399,21096635
3753,183274012,21076750
3754,183371648,21123244
3755,183469307,21145261
3756,183566998,21154076
3757,183664712,21151821
3758,183762452,21157233
3759,183860218,21155839
3760,183958010,21191591
3761,184055828,21201841
3762,184153672,21187081
3763,184251542,21233288
3764,184349438,21267031
3765,184447360,21290729
3766,184545308,21227384
3767,184643282,21289048
3768,184741282,21246408
3769,184839305,21286670
3770,184937357,21263874
3771,185035435,21298519
3772,185133539,21275149
3773,185231672,21304874
3774,185329828,21285645
3775,185428010,21319634
3776,185526218,21322422
3777,185624449,21333287
3778,185722712,21380273
3779,185820998,21393557
3780,185919307,21388965
3781,186017648,21369777
3782,186116009,21385972
3783,186214402,21396509
3784,186312818,21382692
3785,186411260,21430088
3786,186509728,21422421
3787,186608222,21447390
3788,186706742,21430006
3789,186805288,21474778
3790,186903860,21488472
3791,187002458,21514917
3792,187101082,21496057
3793,187199732,21488513
3794,187298408,21490276
3795,187397110,21509464
3796,187495838,21511022
3797,187594589,21511678
3798,187693372,21567971
3799,187792175,21519632
3800,187891007,21544191
3801,187989868,21569324
3802,188088749,21585601
3803,188187662,21586585
3804,188286598,21591136
3805,188385560,21629102
3806,188484548,21628118
3807,188583562,21678753
3808,188682602,21634063
3809,188781665,21668708
3810,188880760,21692201
3811,188979878,21666248
3812,189079022,21705772
3813,189178192,21756653
3814,189277388,21710733
3815,189376607,21736973
3816,189475858,21734964
3817,189575129,21704542
3818,189674429,21741114
3819,189773758,21776948
3820,189873110,21803680
3821,189972488,21795644
3822,190071892,21815652
3823,190171322,21804500
3824,190270778,21815734
3825,190370260,21805320
3826,190469768,21834471
3827,190569302,21876496
3828,190668862,21851609
3829,190768448,21837136
3830,190868060,21861080
3831,190967698,21864114
3832,191067359,21873790
3833,191167052,21883056
3834,191266768,21936233
3835,191366510,21921104
3836,191466278,21919095
3837,191566069,21931395
3838,191665889,21943490
3839,191765738,21922457
3840,191865610,21943162
3841,191965508,21972395
3842,192065432,21941604
3843,192165379,21954929
3844,192265358,21988631
3845,192365360,21983957
3846,192465388,22048942
3847,192565442,22025777
3848,192665522,22024219
3849,192765628,22024916
3850,192865760,22029385
3851,192965918,22064563
3852,193066102,22079159
3853,193166312,22077929
3854,193266548,22088220
3855,193366810,22062595
3856,193467098,22109376
3857,193567412,22098429
3858,193667752,22116182
3859,193768118,22116879
3860,193868510,22114255
3861,193968928,22147219
3862,194069372,22113271
3863,194169842,22137625
3864,194270335,22168498
3865,194370857,22126145
3866,194471408,22128072
3867,194571982,22224709
3868,194672582,22202733
3869,194773208,22231515
3870,194873860,22190433
3871,194974535,22207858
3872,195075242,22228358
3873,195175972,22214869
3874,195276728,22240289
3875,195377510,22267677
3876,195478318,22228932
3877,195579149,22286373
3878,195680012,22292523
3879,195780898,22298632
3880,195881810,22318886
3881,195982748,22288464
3882,196083712,22296664
3883,196184702,22334712
3884,196285718,22298263
3885,196386760,22362920
3886,196487828,22339099
3887,196588922,22367758
3888,196690042,22379197
3889,196791188,22357180
3890,196892360,22354310
3891,196993558,22359312
3892,197094782,22403961
3893,197196032,22402239
3894,197297308,22425240
3895,197398610,22394203
3896,197499938,22429955
3897,197601292,22469561
3898,197702672,22479032
3899,197804078,22441763
3900,197905510,22442665
3901,198006968,22466486
3902,198108449,22475588
3903,198209962,22486781
3904,198311498,22467716
3905,198413060,22498507
3906,198514648,22521139
3907,198616262,22509987
3908,198717902,22524993
3909,198819568,22544099
3910,198921260,22555292
3911,199022978,22533931
3912,199124722,22540614
3913,199226492,22504821
3914,199328288,22570790
3915,199430110,22548527
3916,199531958,22573086
3917,199633832,22586411
3918,199735732,22605271
3919,199837658,22601663
3920,199939610,22597809
3921,200041588,22592151
3922,200143589,22615234
3923,200245619,22591290
3924,200347678,22659760
3925,200449760,22621917
3926,200551868,22692437
3927,200654002,22645000
3928,200756159,22694405
3929,200858348,22684196
3930,200960560,22698218
3931,201062798,22721998
3932,201165062,22743031
3933,201267352,22721096
3934,201369668,22739874
3935,201472010,22733724
3936,201574378,22749837
3937,201676772,22751231
3938,201779192,22778127
3939,201881638,22776077
3940,201984110,22769722
3941,202086605,22821956
3942,202189132,22794404
3943,202291679,22793092
3944,202394258,22814576
3945,202496860,22851148
3946,202599488,22839012
3947,202702139,22883538
3948,202804822,22862300
3949,202907528,22872509
3950,203010260,22911377
3951,203113018,22902029
3952,203215802,22897642
3953,203318609,22923964
3954,203421448,22913509
3955,203524310,22902603
3956,203627198,22904366
3957,203730109,22934829
3958,203833049,22914247
3959,203936018,22962176
3960,204039010,22961643
3961,204142028,22957174
3962,204245072,23006128
3963,204348142,22978781
3964,204451238,23028022
3965,204554360,22998789
3966,204657505,23019043
3967,204760682,22990343
3968,204863882,23016255
3969,204967108,23051064
3970,205070360,23083413
3971,205173638,23080543
3972,205276942,23056230
3973,205380272,23081896
3974,205483628,23128349
3975,205587010,23112851
3976,205690418,23123962
3977,205793852,23090752
3978,205897312,23092474
3979,206000798,23142535
3980,206104307,23128636
3981,206207848,23140157
3982,206311412,23167832
3983,206415002,23192924
3984,206518618,23182920
3985,206622260,23172670
3986,206725928,23176155
3987,206829622,23199525
3988,206933342,23201698
3989,207037088,23219533
3990,207140857,23219533
3991,207244655,23240074
3992,207348482,23247905
3993,207452332,23244174
3994,207556208,23285338
3995,207660110,23261476
3996,207764038,23251595
3997,207867992,23285256
3998,207971972,23293907
3999,208075978,23309241
4000,208180010,23306043
4001,208284068,23312726
4002,208388152,23326174
4003,208492262,23320598
4004,208596398,23342287
4005,208700560,23359548
4006,208804748,23348847
4007,208908962,23329905
4008,209013202,23375989
4009,209117468,23367543
4010,209221760,23380868
4011,209326078,23383943
4012,209430419,23422032
4013,209534792,23389150
4014,209639185,23402434
4015,209743610,23397883
4016,209848058,23426952
4017,209952529,23446714
4018,210057032,23452331
4019,210161558,23465779
4020,210266110,23482097
4021,210370688,23473487
4022,210475289,23467050
4023,210579922,23489108
4024,210684578,23512355
4025,210789257,23507025
4026,210893965,23525762
4027,210998702,23550813
4028,211103462,23491527
4029,211208245,23561432
4030,211313060,23557332
4031,211417898,23522236
4032,211522759,23564671
4033,211627649,23579226
4034,211732568,23581071
4035,211837510,23590173
4036,211942478,23600300
4037,212047472,23631460
4038,212152489,23642530
4039,212257535,23633633
4040,212362610,23624408
4041,212467708,23620103
4042,212572832,23678077
4043,212677982,23656511
4044,212783158,23663686
4045,212888360,23701816
4046,212993588,23698905
4047,213098842,23712804
4048,213204119,23738142
4049,213309428,23708417
4050,213414760,23731008
4051,213520118,23711328
4052,213625502,23725350
4053,213730909,23744210
4054,213836348,23722931
4055,213941810,23764054
4056,214047298,23754870
4057,214152812,23793000
4058,214258349,23807883
4059,214363918,23820921
4060,214469510,23812885
4061,214575128,23793082
4062,214680769,23818256
4063,214786442,23848268
4064,214892138,23828957
4065,214997857,23844619
4066,215103605,23877624
4067,215209382,23883528
4068,215315182,23900748
4069,215421008,23835271
4070,215526857,23898411
4071,215632738,23886193
4072,215738642,23909194
4073,215844572,23944823
4074,215950528,23924323
4075,216056510,23894639
4076,216162518,23974630
4077,216268552,23988365
4078,216374612,23985331
4079,216480698,23977418
4080,216586810,23961879
4081,216692948,23997016
4082,216799109,23999271
4083,216905302,24009972
4084,217011515,24006528
4085,217117760,24074588
4086,217224025,24054088
4087,217330322,24028422
4088,217436642,24108495
4089,217542988,24086437
4090,217649360,24083280
4091,217755758,24091152
4092,217862182,24085371
4093,217968629,24082665
4094,218075105,24118991
4095,218181610,24127109
4096,218288138,24145723
4097,218394692,24148511
4098,218501272,24155481
4099,218607878,24191971
4100,218714510,24201770
4101,218821168,24176555
4102,218927852,24189470
4103,219034562,24240515
4104,219141295,24205993
4105,219248060,24207756
4106,219354848,24265894
4107,219461662,24241007
4108,219568502,24318743
4109,219675368,24282171
4110,219782260,24267657
4111,219889178,24331002
4112,219996122,24350559
4113,220103092,24286763
4114,220210088,24344532
4115,220317110,24328706
4116,220424158,24314069
4117,220531232,24319153
4118,220638332,24388730
4119,220745458,24382375
4120,220852610,24381760
4121,220959788,24390001
4122,221066992,24333954
4123,221174219,24432641
4124,221281475,24366508
4125,221388757,24420300
4126,221496068,24459496
4127,221603402,24469213
4128,221710762,24480201
4129,221818148,24480283
4130,221925560,24515174
4131,222032998,24528868
4132,222140462,24481800
4133,222247952,24541045
4134,222355465,24523784
4135,222463010,24551541
4136,222570578,24553509
4137,222678169,24527679
4138,222785792,24562693
4139,222893435,24561668
4140,223001110,24580651
4141,223108808,24605579
4142,223216532,24605005
4143,223324282,24611114
4144,223432058,24599224
4145,223539860,24592172
4146,223647688,24587949
4147,223755542,24652688
4148,223863422,24647522
4149,223971328,24670851
4150,224079260,24687989
4151,224187218,24714516
4152,224295202,24667407
4153,224403212,24675484
4154,224511248,24704184
4155,224619310,24761338
4156,224727398,24725832
4157,224835512,24764290
4158,224943652,24710539
4159,225051818,24766176
4160,225160010,24748669
4161,225268228,24727718
4162,225376472,24768595
4163,225484742,24797623
4164,225593038,24831325
4165,225701360,24821116
4166,225809708,24826569
4167,225918082,24824929
4168,226026482,24869250
4169,226134908,24876630
4170,226243360,24855228
4171,226351838,24881099
4172,226460342,24925912
4173,226568869,24907380
4174,226677428,24886593
4175,226786010,24929848
4176,226894618,24948257
4177,227003252,24934071
4178,227111912,24912341
4179,227220598,24943665
4180,227329310,24930709
4181,227438048,24950389
4182,227546812,24986469
4183,227655602,25024148
4184,227764418,24943296
4185,227873260,24976465
4186,227982128,25046370
4187,228091022,24970479
4188,228199942,24981918
4189,228308888,24990405
4190,228417860,25028699
4191,228526858,25013119
4192,228635882,25054693
4193,228744932,25062934
4194,228854005,25080646
4195,228963110,25081507
4196,229072238,25056948
4197,229181392,25116972
4198,229290572,25103606
4199,229399778,25090609
4200,229509007,25088067
4201,229618265,25103688
4202,229727552,25113487
4203,229836862,25142884
4204,229946198,25129477
4205,230055560,25166828
4206,230164948,25164163
4207,230274362,25179251
4208,230383802,25164491
4209,230493268,25201924
4210,230602757,25232018
4211,230712278,25206352
4212,230821822,25203974
4213,230931392,25228574
4214,231040988,25261743
4215,231150610,25226811
4216,231260258,25231444
4217,231369932,25241161
4218,231479629,25282325
4219,231589358,25245548
4220,231699110,25326236
4221,231808888,25307827
4222,231918692,25310943
4223,232028522,25342800
4224,232138378,25332304
4225,232248257,25292903
4226,232358168,25342431
4227,232468102,25370516
4228,232578062,25339684
4229,232688048,25367851
4230,232798060,25361947
4231,232908098,25436116
4232,233018162,25387285
4233,233128249,25411188
4234,233238368,25409261
4235,233348510,25449933
4236,233458678,25450548
4237,233568869,25441405
4238,233679092,25491712
4239,233789338,25455099
4240,233899610,25438781
4241,234009905,25496140
4242,234120229,25467399
4243,234230582,25525291
4244,234340955,25512991
4245,234451360,25501019
4246,234561788,25502495
4247,234672242,25529883
4248,234782719,25518731
4249,234893225,25531277
4250,235003760,25582814
4251,235114318,25537058
4252,235224899,25558952
4253,235335512,25603519
4254,235446148,25575680
4255,235556810,25623814
4256,235667498,25592736
4257,235778212,25609710
4258,235888949,25609095
4259,235999718,25635827
4260,236110510,25646364
4261,236221328,25642141
4262,236332172,25626807
4263,236443042,25674326
4264,236553938,25651612
4265,236664860,25672194
4266,236775808,25693883
4267,236886782,25654031
4268,236997782,25683223
4269,237108808,25715941
4270,237219860,25689291
4271,237330935,25733120
4272,237442042,25708930
4273,237553172,25783468
4274,237664328,25720820
4275,237775507,25731234
4276,237886715,25747265
4277,237997952,25785190
4278,238109212,25786830
4279,238220498,25805526
4280,238331810,25827707
4281,238443148,25799458
4282,238554509,25826190
4283,238665902,25828855
4284,238777318,25842426
4285,238888760,25815858
4286,239000228,25863746
4287,239111722,25843328
4288,239223242,25913479
4289,239334788,25855710
4290,239446357,25920818
4291,239557955,25912577
4292,239669582,25922745
4293,239781232,25916349
4294,239892908,25895275
4295,240004610,25914135
4296,240116338,26008517
4297,240228092,25988837
4298,240339872,25960834
4299,240451678,25941523
4300,240563510,25994905
4301,240675365,25985803
4302,240787252,25975758
4303,240899162,26018152
4304,241011098,25991461
